35.4,22.4,28.5,72.0,0.0,5.0,7.0,3.0
35.7,26.0,29.8,69.0,0.0,8.0,7.0,2.0
34.2,22.0,27.0,90.0,0.0,6.1,4.0,0.0
33.0,23.0,27.1,80.0,0.0,6.5,6.0,2.0
34.2,21.0,26.5,77.0,0.0,5.8,4.0,2.0
35.4,24.0,29.0,75.0,0.0,3.2,3.0,2.0
33.7,24.2,29.0,82.0,0.0,8.0,5.0,3.0
33.8,22.0,26.8,80.0,0.0,7.0,7.0,4.0
34.3,21.0,26.2,66.0,0.0,7.8,7.0,2.0
32.8,24.0,27.4,82.0,0.0,4.8,5.0,4.0
34.2,24.0,28.1,76.0,0.0,9.3,7.0,4.0
35.9,23.0,28.9,72.0,0.0,7.4,6.0,2.0
36.2,24.0,29.2,70.0,0.2,9.0,5.0,2.0
34.0,25.0,28.9,78.0,0.0,7.8,4.0,1.0
35.4,23.0,27.8,78.0,0.0,7.2,3.0,1.0
33.6,22.0,27.2,80.0,72.7,2.5,0.0,2.0
32.0,22.0,25.3,86.0,0.0,4.9,5.0,2.0
34.5,24.0,28.7,80.0,0.0,3.2,6.0,3.0
32.4,22.0,26.5,79.0,0.0,7.8,7.0,4.0
32.5,20.0,25.2,79.0,0.0,7.0,6.0,3.0
35.0,25.0,29.6,76.0,0.0,5.7,3.0,1.0
34.8,23.8,28.2,81.0,0.0,8.0,3.0,2.0
30.3,25.0,27.2,77.0,0.0,2.9,3.0,2.0
32.4,23.0,27.6,77.0,0.0,4.6,2.0,0.0
32.5,20.0,25.2,79.0,0.0,7.0,6.0,3.0
31.6,22.0,26.6,81.0,0.0,5.6,3.0,1.0
34.2,23.0,27.6,81.0,0.0,7.8,6.0,4.0
33.6,23.9,28.1,80.0,7.3,8.0,5.0,3.0
33.5,23.0,27.1,76.0,0.0,5.5,7.0,4.0
33.0,21.0,27.3,83.0,0.0,8.0,5.0,3.0
35.1,22.0,27.8,71.0,0.0,10.3,5.0,2.0
34.2,23.0,27.6,81.0,0.0,7.8,6.0,4.0
32.3,21.0,25.8,72.0,0.0,6.8,5.0,2.0
31.6,22.0,26.6,81.0,0.0,5.6,3.0,1.0
33.8,19.0,27.0,83.0,0.0,4.5,3.0,2.0
34.2,23.0,27.6,81.0,0.0,7.8,6.0,4.0
33.5,23.0,27.2,80.0,0.0,5.5,3.0,2.0
34.2,23.2,28.3,78.0,0.0,8.0,4.0,3.0
